(business1)
%/NN	TF:8
SE/NNP	TF:2
Second-hand/NNP	TF:1
seemed/VBD	TF:1
Series/NNP	TF:1
Shanghai/NNP	TF:1
shell/NN	TF:1
shop/NN	TF:1
sold/VBD	TF:2
sold/VBN	TF:1
spring/NN	TF:1
stewardship/NN	TF:1
strength/NN	TF:2
success/NN	TF:1
summer/NN	TF:1
taken/VBN	TF:1
tapers/NNS	TF:1
target/NN	TF:1
tear/VB	TF:1
the-car/NN	TF:1
time/NN	TF:2
times/NNS	TF:1
UK/NNP	TF:1
unit/NN	TF:1
use/NN	TF:1
vehicles/NNS	TF:1
VW/NNP	TF:1
waiting/VBG	TF:2
was/VBD	TF:8
website/NN	TF:1
Wednesday/NNP	TF:1
went/VBD	TF:1
were/VBD	TF:1
Wernle/NNP	TF:1
Which/NNP	TF:1
wipe/VB	TF:1
year/NN	TF:6
years/NNS	TF:2
£10/NNP	TF:1
£100m/NNP	TF:1
£11,500/VB	TF:1
£12,556/NN	TF:1
£15,690/VB	TF:1
£17,730/NNP	TF:1
£280m/NN	TF:1
£8,000/NN	TF:1

(business50)
%/NN	TF:3
added/VBD	TF:1
Africa/NNP	TF:1
America/NNP	TF:1
Americas/NNPS	TF:1
Asia/NNP	TF:1
Bad/NNP	TF:1
been/VBN	TF:1
boost/VB	TF:1
Brabeck-Letmathe/NNP	TF:1
business/NN	TF:1
businesses/NNS	TF:1
buy/VB	TF:1
challenging/VBG	TF:1
China/NNP	TF:1
chocolate/NN	TF:1
coffee/NN	TF:1
combination/NN	TF:1
company/NN	TF:1
conditions/NNS	TF:1
confirmed/VBD	TF:1
consider/VB	TF:1
continent/NN	TF:1
contrast/NN	TF:1
costs/NNS	TF:1
cream/NN	TF:2
dampened/VBN	TF:1
debt/NN	TF:1
demand/NN	TF:1
dented/VBD	TF:1
dipped/VBD	TF:1
disposal/NN	TF:1
dispute/NN	TF:1
dividend/NN	TF:2
dollar/NN	TF:1
drink/VB	TF:1
earnings/NNS	TF:2
economy/NN	TF:1
enjoyed/VBN	TF:1
Europe/NNP	TF:1
executive/NN	TF:1
fell/VBD	TF:1
firm/NN	TF:1
food/NN	TF:1
forecasts/VBZ	TF:1
franc/NN	TF:1
francs/NNS	TF:2
future/NN	TF:1
goods/NNS	TF:1
growth/NN	TF:2
had/VBD	TF:2
has/VBZ	TF:3
heat/NN	TF:1
helped/VBN	TF:1
hit/VBN	TF:1
hits/VBZ	TF:1
ice/NN	TF:1
impact/NN	TF:1
increasing/VBG	TF:1
instability/NN	TF:1
interest/NN	TF:1
is/VBZ	TF:3
lead/VBN	TF:1
levels/NNS	TF:1
locked/VBN	TF:1
Looking/VBG	TF:1
managing/VBG	TF:1
margins/NNS	TF:2
market/NN	TF:1
material/NN	TF:1
Nestle/NNP	TF:12
North/NNP	TF:1
oil/NN	TF:1
option/NN	TF:1
outperforming/VBG	TF:1
owned/VBN	TF:1
paying/VBG	TF:1
performance/NN	TF:1
performed/VBN	TF:2
Perrier/NNP	TF:3
petcare/NN	TF:1
Peter/NNP	TF:1
plans/VBZ	TF:1
prices/NNS	TF:1
productivity/NN	TF:1
products/NNS	TF:1
profit/NN	TF:1
profits/NNS	TF:1
raise/VB	TF:1
remain/VB	TF:1
remained/VBD	TF:1
remains/VBZ	TF:1
Revenue/NNP	TF:1
rising/VBG	TF:1
said/VBD	TF:2
sales/NNS	TF:5
Sales/NNS	TF:1
selling/NN	TF:1
selling/VBG	TF:1
shares/NNS	TF:1
strength/NN	TF:1
summer/NN	TF:2
table/NN	TF:1
terms/NNS	TF:1
Thursday/NNP	TF:1
trading/NN	TF:2
Uncertainty/NN	TF:1
unions/NNS	TF:1
US/NNP	TF:1
warned/VBD	TF:1
water/NN	TF:3
wave/NN	TF:1
weather/NN	TF:1
were/VBD	TF:2
year/NN	TF:2
£39.1bn/NN	TF:1
£451m/NN	TF:1

(business51)
%/NN	TF:1
-best/NNP	TF:1
agreed/VBD	TF:1
agreement/NN	TF:1
Alfa/NNP	TF:4
alliance/NN	TF:1
Analysts/NNS	TF:1
announced/VBN	TF:1
bank/NN	TF:1
be/VB	TF:3
been/VBN	TF:1
being/VBG	TF:1
bought/VBN	TF:1
brand/NN	TF:1
bringing/VBG	TF:1
broke/VBD	TF:1
business/NN	TF:4
buy/VB	TF:1
car/NN	TF:1
carmaking/VBG	TF:1
cars/NNS	TF:1
change/VB	TF:1
changes/NNS	TF:1
closer/NN	TF:1
comment/VB	TF:1
companies/NNS	TF:1
considered/VBD	TF:1
considered/VBN	TF:1
costs/NNS	TF:1
days/NNS	TF:1
develop/VB	TF:1
development/NN	TF:1
did/VBD	TF:1
distribution/NN	TF:1
division/NN	TF:1
effort/NN	TF:1
employer/NN	TF:1
end/NN	TF:1
euros/NNS	TF:3
evidence/NN	TF:1
exit/VB	TF:1
exploit/VB	TF:1
Ferrari/NNP	TF:7
Fiat/NNP	TF:11
Financial/NNP	TF:2
firm/NN	TF:1
flexibility/NN	TF:1
floating/VBG	TF:1
Formula/NNP	TF:1
General/NNP	TF:1
GM/NNP	TF:1
had/VBD	TF:1
has/VBZ	TF:1
have/VB	TF:1
having/VBG	TF:1
help/VB	TF:1
include/VBP	TF:1
is/VBZ	TF:1
Italian/NNP	TF:1
Italy/NNP	TF:1
known/VBN	TF:1
listed/VBN	TF:2
listing/NN	TF:1
listing/VBG	TF:1
loss/NN	TF:1
maker/NN	TF:1
making/VBG	TF:1
market/NN	TF:3
marketing/NN	TF:1
Maserati/NNP	TF:6
Mediobanca/NNP	TF:1
minority/NN	TF:1
motor/NN	TF:1
Motors/NNPS	TF:1
move/NN	TF:1
mulls/VBZ	TF:1
negotiated/VBD	TF:1
One/NNP	TF:1
operations/NNS	TF:1
opted/VBD	TF:1
overhaul/NN	TF:1
owned/VBN	TF:1
ownership/NN	TF:1
owns/VBZ	TF:2
paper/NN	TF:1
part/NN	TF:1
pay/VB	TF:1
price/NN	TF:1
proposals/NNS	TF:1
racing/VBG	TF:1
reaching/VBG	TF:1
reported/VBN	TF:3
research/NN	TF:1
restructure/VB	TF:1
restructuring/NN	TF:1
Romeo/NNP	TF:4
said/VBD	TF:5
sale/NN	TF:1
sales/NNS	TF:1
sector/NN	TF:1
sell/VB	TF:1
sell/VBP	TF:1
set/VBN	TF:1
settlement/NN	TF:1
share/NN	TF:1
sportscar/NN	TF:1
stake/NN	TF:2
Steps/NNS	TF:1
stock/NN	TF:1
stripped/VBN	TF:1
synergies/NNS	TF:1
tag/NN	TF:1
team/NN	TF:1
Times/NNP	TF:2
transfer/VB	TF:1
US/NNP	TF:1
valued/VBN	TF:1
was/VBD	TF:3
£1.05bn/NNP	TF:1

(business52)
%/NN	TF:3
accompany/VB	TF:1
According/VBG	TF:1
accounts/NNS	TF:2
accused/VBN	TF:1
action/NN	TF:1
Action/NNP	TF:1
adding/VBG	TF:1
aimed/VBN	TF:2
Analysts/NNS	TF:1
analysts/NNS	TF:1
are/VBP	TF:1
argue/VBP	TF:1
ballooning/NN	TF:1
bankruptcy/NN	TF:3
be/VB	TF:1
become/VB	TF:1
been/VBN	TF:2
Berlusconi/NNP	TF:3
boosting/VBG	TF:1
bringing/VBG	TF:1
budget/NN	TF:1
business/NN	TF:2
businesses/NNS	TF:2
cap/VB	TF:1
cards/NNS	TF:1
companies/NNS	TF:2
company/NN	TF:1
compete/VB	TF:1
competitiveness/NN	TF:1
concerns/NNS	TF:1
confidence/NN	TF:1
consumer/NN	TF:1
Consumer/NNP	TF:1
counter/VBP	TF:1
country/NN	TF:3
credit/NN	TF:1
Critics/NNP	TF:1
cut/VB	TF:1
cuts/NNS	TF:1
D/NNP	TF:2
debts/NNS	TF:1
deficit/NN	TF:1
development/NN	TF:2
Development/NNP	TF:1
dipped/VBN	TF:1
dipping/VBG	TF:1
directors/NNS	TF:1
do/VBP	TF:1
economy/NN	TF:3
education/NN	TF:1
effect/NN	TF:1
effort/NN	TF:1
emerge/NN	TF:1
Enel/NNP	TF:1
euros/NNS	TF:2
eurozone/NN	TF:1
expected/VBN	TF:1
favour/VBP	TF:1
filled/VBN	TF:1
firm/NN	TF:1
firms/NNS	TF:1
flotation/NN	TF:1
focus/NN	TF:1
focus/VB	TF:1
get/VB	TF:2
getting/VBG	TF:1
GMT/NNP	TF:1
go/VB	TF:1
going/VBG	TF:1
government/NN	TF:4
growth/NN	TF:2
Growth/NNP	TF:1
halt/NN	TF:1
hampering/VBG	TF:2
has/VBZ	TF:6
hassle/NN	TF:1
have/VB	TF:1
have/VBP	TF:1
health/NN	TF:1
hiring/NN	TF:1
ideal/NN	TF:1
Il/NNP	TF:1
improvement/NN	TF:1
incentives/NNS	TF:1
including/VBG	TF:1
income/NN	TF:1
industrialists/NNS	TF:1
infrastructure/NN	TF:1
is/VBZ	TF:6
Italians/NNPS	TF:1
Italy/NNP	TF:11
job/NN	TF:1
juddering/NN	TF:1
justice/NN	TF:1
kickstarting/VBG	TF:1
landscape/NN	TF:1
law/NN	TF:1
laws/NNS	TF:2
lead/VB	TF:1
leaders/NNS	TF:1
leading/VBG	TF:1
Limiting/VBG	TF:1
losses/NNS	TF:1
make/VB	TF:1
make/VBP	TF:1
making/VBG	TF:2
markets/NNS	TF:1
meeting/NN	TF:2
minister/NN	TF:1
Minister/NNP	TF:1
money/NN	TF:1
moves/NNS	TF:1
Mr/NNP	TF:2
nations/NNS	TF:1
newspaper/NN	TF:1
night/NN	TF:1
office/NN	TF:1
opening/VBG	TF:1
Ore/NNP	TF:1
pace/NN	TF:2
people/NNS	TF:1
performers/NNS	TF:1
pick/NN	TF:1
plan/NN	TF:1
Plan/NNP	TF:1
plans/NNS	TF:1
plans/VBZ	TF:1
population/NN	TF:1
post/NN	TF:1
present/VB	TF:1
Prime/NNP	TF:1
privatisations/NNS	TF:1
problems/NNS	TF:2
promised/VBN	TF:2
R/NNP	TF:2
raise/VB	TF:1
raised/VBN	TF:1
reforms/NNS	TF:1
research/NN	TF:2
responsibility/NN	TF:1
result/NN	TF:1
Rome/NNP	TF:1
run/VB	TF:1
running/NN	TF:1
savings/NNS	TF:1
say/VBP	TF:3
says/VBZ	TF:1
scheduled/VBN	TF:1
sentiment/NN	TF:1
set/VB	TF:1
set/VBN	TF:1
Silvio/NNP	TF:1
situation/NN	TF:1
Sole/NNP	TF:1
spend/VB	TF:1
spending/NN	TF:5
spirit/NN	TF:1
sputtering/VBG	TF:1
staff/NN	TF:1
start/VB	TF:1
stems/NNS	TF:1
system/NN	TF:2
table/VB	TF:1
tackling/VBG	TF:1
talents/NNS	TF:1
tax/NN	TF:1
taxes/NNS	TF:1
Thursday/NNP	TF:1
time/NN	TF:2
trade/NN	TF:1
transport/NN	TF:1
trim/VB	TF:1
two-thirds/NNS	TF:1
underfunding/VBG	TF:1
union/NN	TF:1
unveil/VB	TF:1
using/VBG	TF:1
utility/NN	TF:1
was/VBD	TF:2
way/NN	TF:1
wealthy/NN	TF:1
year/NN	TF:1
years/NNS	TF:1
£4.5bn/NN	TF:1

(business53)
%/NN	TF:5
added/VBD	TF:1
adding/VBG	TF:2
aimed/VBN	TF:1
be/VB	TF:1
beat/VBP	TF:1
beginning/VBG	TF:1
begun/VBN	TF:1
Canary/NNP	TF:1
charge/NN	TF:1
coming/VBG	TF:1
company/NN	TF:2
continued/VBD	TF:1
cost/NN	TF:2
customer/NN	TF:1
cut/VB	TF:1
cuts/NNS	TF:1
data/NNS	TF:1
debt/NN	TF:1
December/NNP	TF:1
decline/NN	TF:1
deliver/VB	TF:1
delivering/VBG	TF:1
discipline/NN	TF:1
dollar/NN	TF:2
executive/NN	TF:1
expected/VBD	TF:1
expects/VBZ	TF:1
Fast/NNP	TF:1
Fleet/NNP	TF:1
forecasts/NNS	TF:1
Forward/NNP	TF:1
Glocer/NNP	TF:1
group/NN	TF:2
growth/NN	TF:2
had/VBD	TF:2
headquarters/NNS	TF:1
hit/VBN	TF:1
hits/NNS	TF:1
improvement/NN	TF:1
Improving/VBG	TF:1
January/NNP	TF:1
London/NNP	TF:1
look/VB	TF:1
managed/VBD	TF:1
media/NNS	TF:1
months/NNS	TF:1
moving/VBG	TF:1
news/NN	TF:1
pay/VB	TF:1
plan/NN	TF:1
planning/VBG	TF:1
position/NN	TF:1
posting/VBG	TF:1
products/NNS	TF:1
profit/NN	TF:1
profits/NNS	TF:1
quarter/NN	TF:1
recovery/NN	TF:1
relationships/NNS	TF:1
restructuring/NN	TF:1
Reuters/NNP	TF:3
Reuters/NNPS	TF:1
Reuters/NNS	TF:1
Revenues/NNP	TF:1
revenues/NNS	TF:2
rise/NN	TF:1
said/VBD	TF:5
sales/NNS	TF:1
save/VB	TF:1
savings/NNS	TF:2
seen/VBN	TF:1
seller/NN	TF:1
slipped/VBD	TF:2
slow/VB	TF:1
Street/NNP	TF:1
target/NN	TF:1
Tom/NNP	TF:1
turnaround/NN	TF:1
underlying/VBG	TF:1
was/VBD	TF:3
weakness/NN	TF:1
Wharf/NNP	TF:1
year/NN	TF:6
£105m/NN	TF:1
£130m/NNP	TF:1
£160m/VB	TF:1
£198m/VB	TF:1
£2.89bn/VB	TF:1
£220m/NNP	TF:1
£234m/NN	TF:1
£3.24bn/NNP	TF:1
£610m/NN	TF:1

(business54)
%/NN	TF:2
aims/VBZ	TF:1
America/NNP	TF:1
analysts/NNS	TF:1
announced/VBN	TF:1
are/VBP	TF:1
auto/NN	TF:2
base/NN	TF:1
be/VB	TF:1
become/VB	TF:1
been/VBN	TF:1
boost/VB	TF:1
build/VB	TF:2
built/VBN	TF:1
capacity/NN	TF:1
car/NN	TF:4
cars/NNS	TF:3
chairman/NN	TF:1
Chennai/NNP	TF:1
Chung/NNP	TF:1
company/NN	TF:4
competitors/NNS	TF:1
controls/VBZ	TF:1
country/NN	TF:1
demand/NN	TF:2
Demand/NN	TF:1
details/NNS	TF:1
did/VBD	TF:1
driven/VBN	TF:1
East/NNP	TF:1
estimates/VBZ	TF:1
Europe/NNP	TF:1
existing/VBG	TF:1
expand/VB	TF:1
expects/VBZ	TF:2
exports/NNS	TF:1
Figures/NNS	TF:1
give/VB	TF:1
grow/VB	TF:2
growing/VBG	TF:3
half/NN	TF:1
has/VBZ	TF:2
Hyundai/NNP	TF:3
India/NNP	TF:6
investment/NN	TF:1
is/VBZ	TF:1
Korea/NNP	TF:2
Korean/NNP	TF:1
Latin/NNP	TF:1
level/NN	TF:1
maker/NN	TF:2
manufacturer/NN	TF:1
market/NN	TF:3
meet/VB	TF:2
Middle/NNP	TF:1
Mong-koo/NNP	TF:1
Motor/NNP	TF:1
Nadu/NNP	TF:1
need/VBP	TF:1
order/NN	TF:1
owners/NNS	TF:1
ownership/NN	TF:1
people/NNS	TF:1
percent/NN	TF:1
plans/VBZ	TF:2
plant/NN	TF:4
produce/VB	TF:1
production/NN	TF:2
province/NN	TF:1
reaching/VBG	TF:1
said/VBD	TF:4
sales/NNS	TF:2
show/VBP	TF:1
South/NNP	TF:2
state/NN	TF:1
statement/NN	TF:1
Tamil/NNP	TF:1
thousand/NN	TF:1
top/NN	TF:1
top/VB	TF:1
transport/NN	TF:1
units/NNS	TF:1
use/VB	TF:1
vehicles/NNS	TF:2
year/NN	TF:3

(business55)
%/NN	TF:13
's/VBZ	TF:2
acknowledged/VBD	TF:1
added/VBD	TF:1
Africa/NNP	TF:2
aid/VB	TF:1
Aiming/VBG	TF:1
alcohol/NN	TF:1
apartheid/NN	TF:1
are/VBP	TF:2
average/NN	TF:2
be/VB	TF:3
been/VBN	TF:1
being/VBG	TF:1
budget/NN	TF:6
business/NN	TF:1
centre/NN	TF:1
close/VBP	TF:1
Colen/NNP	TF:1
company/NN	TF:1
country/NN	TF:1
created/VBN	TF:1
cut/NN	TF:1
cut/VBN	TF:1
cuts/NNS	TF:3
cutting/VBG	TF:1
disadvantaged/VBN	TF:1
done/VBN	TF:1
earning/VBG	TF:1
Economist/NNP	TF:1
economy/NN	TF:2
education/NN	TF:1
end/NN	TF:1
expected/VBN	TF:1
fell/VBD	TF:1
finance/NN	TF:1
firms/NNS	TF:1
focus/NN	TF:2
fuel/NN	TF:1
Garrow/NNP	TF:1
Given/VBN	TF:1
government/NN	TF:1
grow/VB	TF:1
grown/VBN	TF:1
growth/NN	TF:2
had/VBD	TF:1
has/VBZ	TF:1
have/VBP	TF:1
health/NN	TF:1
hell/NN	TF:1
helped/VBN	TF:1
housing/NN	TF:1
improve/VB	TF:1
improvement/NN	TF:1
incentive/NN	TF:1
income/NN	TF:2
increases/NNS	TF:1
individuals/NNS	TF:1
inflation/NN	TF:1
interest/NN	TF:1
is/VBZ	TF:2
jobs/NNS	TF:1
level/NN	TF:1
livelihoods/NNS	TF:1
lives/NNS	TF:1
looked/VBD	TF:1
lot/NN	TF:1
Manuel/NNP	TF:4
measures/NNS	TF:1
met/VBN	TF:1
minister/NN	TF:1
Mr/NNP	TF:3
needed/VBN	TF:1
parliament/VB	TF:1
position/NN	TF:1
predicted/VBD	TF:1
put/VBN	TF:1
rand/NNS	TF:3
rates/NNS	TF:1
remain/VB	TF:1
remains/VBZ	TF:1
rise/VB	TF:2
run/VB	TF:1
SA/NNP	TF:1
said/VBD	TF:6
sanitation/NN	TF:1
see/VB	TF:1
situation/NN	TF:1
South/NNP	TF:2
spending/NN	TF:3
Spending/VBG	TF:2
spread/VBP	TF:1
stimulate/VB	TF:1
target/NN	TF:1
tax/NN	TF:5
taxes/NNS	TF:3
tobacco/NN	TF:1
Trevor/NNP	TF:1
unemployment/NN	TF:1
Unveiling/VBG	TF:1
unveils/VBZ	TF:1
was/VBD	TF:2
year/NN	TF:2
years/NNS	TF:3
£910m/NN	TF:1

(business56)
%/NN	TF:7
3-Series/NNS	TF:1
aiming/VBG	TF:1
area/NN	TF:1
Asia/NNP	TF:6
assembling/VBG	TF:1
basis/NN	TF:1
be/VB	TF:1
began/VBD	TF:1
begins/VBZ	TF:1
BMW-brand/NNP	TF:1
BMW/NNP	TF:9
boost/VB	TF:1
car-making/NN	TF:1
carmaker/NN	TF:3
cars/NNS	TF:1
chief/NN	TF:1
China/NNP	TF:3
class/NN	TF:1
company/NN	TF:2
compared/VBN	TF:1
concern/NN	TF:1
consider/VBP	TF:1
continent/NN	TF:1
core/NN	TF:1
dividends/NNS	TF:1
drives/VBZ	TF:1
executive/NN	TF:1
features/NNS	TF:1
fell/VBD	TF:1
forecast/VBN	TF:1
group/NN	TF:1
growth/NN	TF:1
has/VBZ	TF:1
Helmut/NNP	TF:1
increase/NN	TF:2
investment/NN	TF:1
is/VBZ	TF:5
launch/NN	TF:1
launching/VBG	TF:1
leading/VBG	TF:1
luxury/NN	TF:2
marques/NNS	TF:1
Mercedes-Benz/NNP	TF:1
Mini/NNP	TF:2
models/NNS	TF:3
month/NN	TF:1
operations/NNS	TF:1
order/NN	TF:1
Panke/NNP	TF:1
pay/VB	TF:1
prospects/NNS	TF:1
record/NN	TF:2
region/NN	TF:1
registering/VBG	TF:1
remains/VBZ	TF:1
revenues/NNS	TF:1
rise/VBP	TF:1
Rolls-Royce/NNP	TF:1
Rolls-Royces/NNS	TF:1
rose/VBD	TF:2
said/VBD	TF:1
sales/NNS	TF:9
saloon/NN	TF:1
saw/VBD	TF:2
sedans/NNS	TF:1
sold/VBD	TF:2
ten/VB	TF:1
title/NN	TF:1
version/NN	TF:1
vying/VBG	TF:1
was/VBD	TF:2
year/NN	TF:7

(business57)
%/NN	TF:3
1980s/NNS	TF:1
according/VBG	TF:1
achieve/VB	TF:1
add/VBP	TF:1
Affairs/NNPS	TF:1
are/VBP	TF:3
assessment/NN	TF:1
awoken/VBN	TF:1
Bank/NNP	TF:4
base/NN	TF:1
be/VB	TF:1
BoE/NNP	TF:1
breeding/NN	TF:1
business/NN	TF:1
Business/NNP	TF:1
calling/VBG	TF:1
cited/VBD	TF:1
Club/NNP	TF:1
come/VBP	TF:1
comes/VBZ	TF:1
Committee/NNP	TF:2
criticism/NN	TF:1
data/NN	TF:1
data/NNS	TF:3
data/VBZ	TF:1
decade/NN	TF:1
decisions/NNS	TF:2
Decisions/NNS	TF:1
delivery/NN	TF:2
depends/VBZ	TF:1
deputy/NN	TF:1
direction/NN	TF:1
doing/VBG	TF:1
Economic/NNP	TF:1
economy/NN	TF:3
Economy/NNP	TF:1
England/NNP	TF:2
enjoyed/VBN	TF:1
errors/NNS	TF:1
estimate/NN	TF:1
estimates/NNS	TF:2
example/NN	TF:1
faster/NN	TF:1
figures/NNS	TF:1
fog/NN	TF:1
follow/VBP	TF:1
forecast/NN	TF:1
forecasting/NN	TF:1
Friday/NNP	TF:1
gathers/NNS	TF:1
given/VBN	TF:1
governor/NN	TF:1
grew/VBD	TF:1
ground/NN	TF:1
growth/NN	TF:4
had/VBD	TF:1
has/VBZ	TF:3
have/VBP	TF:2
having/VBG	TF:1
held/VBN	TF:1
hold/NN	TF:1
house/NN	TF:1
House/NNP	TF:1
housing/NN	TF:2
improve/VB	TF:1
Improving/VBG	TF:1
indicate/VBP	TF:1
indicators/NNS	TF:2
inflation/NN	TF:1
information/NN	TF:1
interest/NN	TF:2
intimated/VBD	TF:1
is/VBZ	TF:5
judges/NNS	TF:1
leading/VBG	TF:1
Lomax/NNP	TF:7
Lords/NNPS	TF:1
made/VBN	TF:2
make/VB	TF:1
makes/VBZ	TF:1
making/VBG	TF:1
market/NN	TF:2
means/VBZ	TF:1
memories/NNS	TF:1
month/NN	TF:1
MPC/NNP	TF:5
Ms/NNP	TF:5
National/NNP	TF:1
North/NNP	TF:1
numbers/NNS	TF:1
Office/NNP	TF:1
Official/NNP	TF:1
oil/NN	TF:2
ONS/NNP	TF:5
outlook/NN	TF:1
past/NN	TF:1
pointed/VBD	TF:1
pointing/VBG	TF:1
policy/NN	TF:3
Policy/NNP	TF:1
price/NN	TF:1
prices/NNS	TF:2
Private/NNP	TF:1
proved/VBN	TF:1
publish/VB	TF:2
published/VBN	TF:1
quality/NN	TF:2
quarter/NN	TF:3
Rachel/NNP	TF:2
range/NN	TF:1
rate/NN	TF:1
rates/NNS	TF:3
remarks/NNS	TF:1
reported/VBD	TF:1
revised/VBN	TF:1
rising/VBG	TF:1
safety/NN	TF:1
said/VBD	TF:8
sector/NN	TF:2
show/VBP	TF:1
shown/VBN	TF:1
signals/NNS	TF:1
slowdown/NN	TF:3
speech/NN	TF:1
speed/NN	TF:1
stability/NN	TF:1
state/NN	TF:1
Statistics/NNPS	TF:1
statistics/NNS	TF:1
stay/VB	TF:1
suggest/VBP	TF:1
surge/NN	TF:1
surrounding/VBG	TF:1
surveys/NNS	TF:3
takes/VBZ	TF:1
tandem/NN	TF:1
target/NN	TF:1
time/NN	TF:1
UK/NNP	TF:2
upwards/NNS	TF:1
value/NN	TF:1
Wales/NNP	TF:1
was/VBD	TF:2
way/NN	TF:2
were/VBD	TF:1
work/NN	TF:1
working/VBG	TF:1
year/NN	TF:2
years/NNS	TF:2

(business58)
%/NN	TF:1
AEG/NNP	TF:1
affected/VBN	TF:2
aims/VBZ	TF:1
America/NNP	TF:1
announcement/NN	TF:1
appliances/NNS	TF:1
are/VBP	TF:2
Asia/NNP	TF:1
Aycliffe/NNP	TF:2
be/VB	TF:3
brands/NNS	TF:1
Carlsson/NNP	TF:1
company/NN	TF:3
cookers/NNS	TF:1
countries/NNS	TF:2
County/NNP	TF:1
did/VBD	TF:1
Durham/NNP	TF:1
Electrolux/NN	TF:1
Electrolux/NNP	TF:4
end/VB	TF:1
Europe/NNP	TF:3
executive/NN	TF:1
export/VB	TF:1
facilities/NNS	TF:1
firm/NN	TF:1
Frigidaire/NNP	TF:1
garden/NN	TF:1
going/VBG	TF:1
Hans/NNP	TF:1
has/VBZ	TF:1
high-cost/NN	TF:1
home/NN	TF:1
include/VBP	TF:1
intends/VBZ	TF:1
is/VBZ	TF:3
jobs/NNS	TF:1
lawn/NN	TF:1
looks/VBZ	TF:1
maker/NN	TF:1
makes/VBZ	TF:1
manufacturing/NN	TF:2
Mexico/NNP	TF:1
moving/VBG	TF:1
Newton/NNP	TF:2
North/NNP	TF:1
official/NN	TF:1
ovens/NNS	TF:1
plant/NN	TF:1
plants/NNS	TF:2
producing/VBG	TF:1
products/NNS	TF:2
programme/NN	TF:1
relocate/VB	TF:1
restructuring/NN	TF:1
rise/VB	TF:1
risk/NN	TF:1
said/VBD	TF:5
save/VB	TF:1
saw/VBD	TF:1
say/VB	TF:1
see/VBP	TF:1
shares/NNS	TF:1
shifting/VBG	TF:1
sites/NNS	TF:1
speeding/VBG	TF:1
Spennymoor/NNP	TF:1
spin-off/VB	TF:1
Straberg/NNP	TF:1
subsidiary/NN	TF:1
Sweden/NNP	TF:1
Swedish/NNP	TF:1
trades/NNS	TF:1
Tuesday/NNP	TF:1
Ulf/NNP	TF:1
union/NN	TF:1
unit/NN	TF:1
was/VBD	TF:1
world/NN	TF:1
Zanussi/NNP	TF:1
£190m/NNP	TF:1
£265m/NNP	TF:1

(business59)
accounting/NN	TF:6
accounting/VBG	TF:1
adjustments/NNS	TF:1
agreed/VBD	TF:1
alert/VB	TF:1
alerted/VBN	TF:1
Andersen/NNP	TF:2
answers/NNS	TF:1
anything/NN	TF:1
approved/VBN	TF:1
argued/VBN	TF:1
arguing/VBG	TF:1
Arthur/NNP	TF:1
audit/NN	TF:1
auditors/NNS	TF:2
bankruptcy/NN	TF:1
battery/NN	TF:1
Bernie/NNP	TF:1
books/NNS	TF:1
business/NN	TF:1
buyout/NN	TF:1
called/VBN	TF:1
charges/NNS	TF:3
chief/NN	TF:2
collapse/NN	TF:1
committee/NN	TF:1
Communications/NNPS	TF:1
company/NN	TF:2
conspiracy/NN	TF:1
consulting/NN	TF:1
convicted/VBN	TF:1
Cooper/NNP	TF:4
Cynthia/NNP	TF:1
deal/NN	TF:1
defence/NN	TF:1
defending/VBG	TF:1
did/VBD	TF:1
directors/NNS	TF:1
discovery/NN	TF:1
earnings/NNS	TF:1
Ebber/NNP	TF:1
Ebbers/NNP	TF:6
emerged/VBD	TF:1
employees/NNS	TF:1
estimates/NNS	TF:1
ex-head/NN	TF:1
expenses/NNS	TF:1
face/VB	TF:1
facing/VBG	TF:1
finance/NN	TF:1
firm/NN	TF:2
following/VBG	TF:1
fraud/NN	TF:4
giant/NN	TF:1
given/VBN	TF:1
giving/VBG	TF:1
had/VBD	TF:3
has/VBZ	TF:2
have/VBP	TF:3
hide/VB	TF:1
hit/VB	TF:1
inflate/VB	TF:1
irregular/VB	TF:1
is/VBZ	TF:2
jury/NN	TF:1
known/VBN	TF:1
launches/NNS	TF:1
Lawyers/NNP	TF:1
lawyers/NNS	TF:2
led/VBN	TF:1
light/NN	TF:1
MCI/NNP	TF:2
meet/VB	TF:1
meeting/NN	TF:1
meetings/NNS	TF:1
mentioned/VBN	TF:1
Mr/NNP	TF:7
Ms/NNP	TF:3
New/NNP	TF:1
orchestrated/VBD	TF:1
ordered/VBD	TF:1
ordering/VBG	TF:1
passed/VBD	TF:1
pleaded/VBN	TF:1
practices/NNS	TF:2
problems/NNS	TF:1
procedures/NNS	TF:1
Prosecution/NN	TF:1
prosecution/NN	TF:1
protection/NN	TF:1
questions/NNS	TF:1
revenues/NNS	TF:1
runs/VBZ	TF:1
said/VBD	TF:5
Scott/NNP	TF:1
sentence/NN	TF:1
series/NN	TF:1
shareholder/NN	TF:1
star/NN	TF:1
Street/NNP	TF:1
Sullivan/NNP	TF:2
telecoms/NNS	TF:1
telling/VBG	TF:1
told/VBD	TF:1
tricks/NNS	TF:1
unaware/NN	TF:1
US/NNP	TF:1
used/VBN	TF:1
valued/VBN	TF:1
Verizon/NNP	TF:1
Wall/NNP	TF:1
warnings/NNS	TF:1
was/VBD	TF:1
Wednesday/NNP	TF:1
week/NN	TF:1
whistleblower/NN	TF:1
